1000
20300.0,300.0
20299.605217122742,425.66287931117904
20298.420884076324,551.3207976670521
20296.44704761618,676.9687943081635
20293.683785666,802.6019088667496
20290.131207314633,928.2151815625658
20285.789452811783,1053.8036533986908
20280.658693562495,1179.362366357298
20274.73913212035,1304.886363595391
20268.0310021795,1430.3706896404904
20260.534568565432,1555.8103905862672
20252.250127224506,1681.2005142881155
20243.178005212278,1806.5361105586542
20233.318560680596,1931.8122313631507
20222.67218286345,2057.023931014863
20211.2392920616,2182.166266370286
20199.020339626004,2307.234297024297
20186.015807939977,2432.2230855051976
20172.226210400167,2557.127697469633
20157.652091396274,2681.943201897394
20142.294026289557,2806.6646712860847
20126.15262139013,2931.2871818456497
20109.228513933023,3055.805813692761
20091.52237205302,3180.2156510450427
20073.034894758282,3304.5117824151407
20053.766811902755,3428.689300804617
20033.718884157362,3552.743303897671
20012.89190297996,3676.668894254677
19991.286690584107,3800.4611795055202
19968.904099906595,3924.115272542746
19945.745014573775,4047.6262917144913
19921.810348866682,4170.989361017204
19897.101047684937,4294.199610288139
19871.618086509443,4417.252175397625
19845.36247136387,4540.142198441092
19818.335238774947,4662.86482793085
19790.53745573154,4785.415218987622
19761.97021964253,4907.788533531811
19732.63465829348,5029.979940474493
19702.531929802117,5151.984615908147
19671.663222572624,5273.797743297095
19640.029755248703,5395.4145136676425
19607.632776665476,5516.830125797937
19574.473565800196,5638.03978640751
19540.553431721717,5759.038710346504
19505.873713538862,5879.8221207845845
19470.435780347518,6000.385249399521
19434.24103117661,6120.723336565436
19397.29089493286,6240.831631540697
19359.58683034438,6360.705392655478
19321.130325903072,6480.339887498947
19281.922899805893,6599.730393106094
19241.966099894886,6718.872196144189
19201.261503596095,6837.760593098848
19159.81071785729,6956.390890459731
19117.61537908451,7074.758404905826
19074.677153077482,7192.85846349034
19030.997734963847,7310.686403825178
18986.578849132242,7428.237574265013
18941.422249164218,7545.507334090913
18895.52971776503,7662.491053693558
18848.903066693227,7779.184114756007
18801.54413668916,7895.58191043602
18753.454797402297,8011.679845547929
18704.63694731741,8127.473336744047
18655.09251367962,8242.957812695611
18604.823452418354,8358.12871427325
18553.831748070057,8472.981494726979
18502.119413699915,8587.511619865681
18449.68849082234,8701.714568236122
18396.541049320393,8815.58583130145
18342.679187364058,8929.120913619177
18288.10503132742,9042.315333018656
18232.820735704718,9155.164620778029
18176.828483025274,9267.664321800643
18120.13048376736,9379.809994790934
18062.728976270893,9491.597212429755
18004.626226649107,9603.021561549163
17945.824528699068,9714.07864330665
17886.326203811128,9824.76407335878
17826.13360087727,9935.073482034304
17765.249096198404,10045.002514506645
17703.675093390513,10154.546830965832
17641.4140232898,10263.702106789819
17578.468343856704,10372.464032715217
17514.840540078872,10480.82831500743
17450.533123873043,10588.790675630133
17385.5486339859,10696.346852414195
17319.889635893833,10803.49259922592
17253.558721701662,10910.223686134688
17186.558510040297,11016.53589957994
17118.891645963377,11122.425042537525
17050.560800842828,11227.886934685392
16981.568672263416,11332.917412568615
16911.917983916246,11437.512329763771
16841.611485491227,11541.667557042623
16770.65195256854,11645.378982535141
16699.042186509036,11748.64251189183
16626.78501434367,11851.454068445366
16553.88328866187,11953.809593371536
16480.339887498936,12055.705045849478
16406.157714222427,12157.136403221202
