100000
20300.0,300.0
20299.99996052158,301.2566370606091
20299.99984208633,302.51327411625715
20299.999644694242,303.76991116198326
20299.99936834532,305.0265481928263
20299.999013039567,306.2831852038253
20299.998578776984,307.5398221900194
20299.99806555757,308.7964591464473
20299.997473381325,310.0530960681483
20299.996802248257,311.3097329501612
20299.996052158367,312.56636978752516
20299.99522311166,313.823006575279
20299.994315108135,315.0796433084618
20299.993328147797,316.3362799821126
20299.992262230648,317.5929165912703
20299.991117356698,318.84955313097396
20299.989893525944,320.1061895962626
20299.988590738398,321.3628259821752
20299.987208994058,322.6194622837507
20299.985748292936,323.87609849602813
20299.984208635036,325.1327346140465
20299.98259002036,326.3893706328448
20299.980892448923,327.6460065474621
20299.97911592072,328.90264235293733
20299.977260435768,330.1592780443095
20299.97532599407,331.41591361661756
20299.973312595634,332.67254906490064
20299.97122024047,333.9291843841976
20299.969048928582,335.18581956954756
20299.96679865998,336.44245461598945
20299.964469434675,337.6990895185623
20299.962061252678,338.9557242723051
20299.959574113993,340.21235887225686
20299.95700801863,341.4689933134566
20299.954362966604,342.7256275909433
20299.951638957926,343.982261699756
20299.9488359926,345.23889563493367
20299.94595407064,346.4955293915154
20299.94299319206,347.75216296454005
20299.939953356872,349.00879634904675
20299.93683456508,350.2654295400745
20299.933636816706,351.5220625326623
20299.93036011176,352.7786953218491
20299.927004450252,354.035327902674
20299.923569832197,355.29196027017593
20299.920056257608,356.548592419394
20299.916463726502,357.80522434536715
20299.91279223889,359.06185604313447
20299.909041794785,360.31848750773486
20299.905212394206,361.5751187342074
20299.901304037165,362.8317497175912
20299.897316723676,364.08838045292515
20299.89325045376,365.3450109352483
20299.88910522743,366.6016411595997
20299.8848810447,367.85827112101833
20299.880577905595,369.11490081454326
20299.876195810124,370.3715302352135
20299.871734758304,371.6281593780681
20299.867194750157,372.8847882381461
20299.862575785697,374.1414168104864
20299.857877864946,375.39804509012816
20299.853100987923,376.65467307211037
20299.84824515464,377.911300751472
20299.843310365126,379.16792812325224
20299.838296619393,380.42455518249
20299.833203917464,381.68118192422435
20299.828032259356,382.9378083434943
20299.822781645093,384.19443443533885
20299.817452074694,385.45106019479715
20299.812043548183,386.7076856169082
20299.806556065578,387.964310696711
20299.8009896269,389.22093542924466
20299.795344232174,390.4775598095481
20299.78961988142,391.73418383266056
